"subject" "activity" "domain" "acceleration" "source" "firstDerivation" "secondDerivation" "calculation" "direction" "meanValue" "unit"
"15" "sitting" "frequency" "body" "accelerometer" "magnitude" NA "mean" NA -0.562948391223628 "g"
"15" "sitting" "frequency" "body" "accelerometer" "magnitude" NA "std" NA -0.623655618198171 "g"
"15" "sitting" "frequency" "body" "accelerometer" NA NA "mean" "x" -0.583772317445122 "g"
"15" "sitting" "frequency" "body" "accelerometer" NA NA "mean" "y" -0.507735205778384 "g"
"15" "sitting" "frequency" "body" "accelerometer" NA NA "mean" "z" -0.741745724698171 "g"
"15" "sitting" "frequency" "body" "accelerometer" NA NA "std" "x" -0.547150855443902 "g"
"15" "sitting" "frequency" "body" "accelerometer" NA NA "std" "y" -0.501568435233384 "g"
"15" "sitting" "frequency" "body" "accelerometer" NA NA "std" "z" -0.711431340356707 "g"
"15" "sitting" "frequency" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.83680189402439 "rad/seg"
"15" "sitting" "frequency" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.849634463841463 "rad/seg"
"15" "sitting" "frequency" "body" "gyroscope" "magnitude" NA "mean" NA -0.732394493841463 "rad/seg"
"15" "sitting" "frequency" "body" "gyroscope" "magnitude" NA "std" NA -0.695346839682927 "rad/seg"
"15" "sitting" "frequency" "body" "gyroscope" NA NA "mean" "x" -0.664354428856402 "rad/seg"
"15" "sitting" "frequency" "body" "gyroscope" NA NA "mean" "y" -0.760711411006098 "rad/seg"
"15" "sitting" "frequency" "body" "gyroscope" NA NA "mean" "z" -0.711194539920732 "rad/seg"
"15" "sitting" "frequency" "body" "gyroscope" NA NA "std" "x" -0.709336168176829 "rad/seg"
"15" "sitting" "frequency" "body" "gyroscope" NA NA "std" "y" -0.684504735744512 "rad/seg"
"15" "sitting" "frequency" "body" "gyroscope" NA NA "std" "z" -0.751696527195122 "rad/seg"
"15" "sitting" "time" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.654799694757531 "g"
"15" "sitting" "time" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.625660376546646 "g"
"15" "sitting" "time" "body" "accelerometer" "jerk" NA "mean" "x" 0.0776897411304878 "g"
"15" "sitting" "time" "body" "accelerometer" "jerk" NA "mean" "y" 0.00489392052706402 "g"
"15" "sitting" "time" "body" "accelerometer" "jerk" NA "mean" "z" -0.00440993190077744 "g"
"15" "sitting" "time" "body" "accelerometer" "jerk" NA "std" "x" -0.624055782158537 "g"
"15" "sitting" "time" "body" "accelerometer" "jerk" NA "std" "y" -0.594312678045091 "g"
"15" "sitting" "time" "body" "accelerometer" "jerk" NA "std" "z" -0.825820881576219 "g"
"15" "sitting" "time" "body" "accelerometer" "magnitude" NA "mean" NA -0.527285352000488 "g"
"15" "sitting" "time" "body" "accelerometer" "magnitude" NA "std" NA -0.557147874176037 "g"
"15" "sitting" "time" "body" "accelerometer" NA NA "mean" "x" 0.27821340725 "g"
"15" "sitting" "time" "body" "accelerometer" NA NA "mean" "y" -0.016464484771311 "g"
"15" "sitting" "time" "body" "accelerometer" NA NA "mean" "z" -0.112563587594512 "g"
"15" "sitting" "time" "body" "accelerometer" NA NA "std" "x" -0.556541173089329 "g"
"15" "sitting" "time" "body" "accelerometer" NA NA "std" "y" -0.481679537956006 "g"
"15" "sitting" "time" "body" "accelerometer" NA NA "std" "z" -0.705706623868902 "g"
"15" "sitting" "time" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.805282669512195 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.837120078079268 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" "jerk" NA "mean" "x" -0.0960910108539634 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" "jerk" NA "mean" "y" -0.0441270690182012 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" "jerk" NA "mean" "z" -0.0555645456881098 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" "jerk" NA "std" "x" -0.731382711036585 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" "jerk" NA "std" "y" -0.853956592073171 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" "jerk" NA "std" "z" -0.795626198384146 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" "magnitude" NA "mean" NA -0.617721779796037 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" "magnitude" NA "std" NA -0.675336960047866 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" NA NA "mean" "x" -0.0281278780610671 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" NA NA "mean" "y" -0.075878845519878 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" NA NA "mean" "z" 0.0906658516 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" NA NA "std" "x" -0.696859473045732 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" NA NA "std" "y" -0.708779069191463 "rad/seg"
"15" "sitting" "time" "body" "gyroscope" NA NA "std" "z" -0.721826987530488 "rad/seg"
"15" "sitting" "time" "gravity" "accelerometer" "magnitude" NA "mean" NA -0.527285352000488 "g"
"15" "sitting" "time" "gravity" "accelerometer" "magnitude" NA "std" NA -0.557147874176037 "g"
"15" "sitting" "time" "gravity" "accelerometer" NA NA "mean" "x" 0.688872511512195 "g"
"15" "sitting" "time" "gravity" "accelerometer" NA NA "mean" "y" 0.102660491875 "g"
"15" "sitting" "time" "gravity" "accelerometer" NA NA "mean" "z" 0.0372897701757012 "g"
"15" "sitting" "time" "gravity" "accelerometer" NA NA "std" "x" -0.968733398628049 "g"
"15" "sitting" "time" "gravity" "accelerometer" NA NA "std" "y" -0.956369493993902 "g"
"15" "sitting" "time" "gravity" "accelerometer" NA NA "std" "z" -0.947240058048781 "g"
"16" "sitting" "frequency" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.713167613706148 "g"
"16" "sitting" "frequency" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.729869398769672 "g"
"16" "sitting" "frequency" "body" "accelerometer" "jerk" NA "mean" "x" -0.744662041612022 "g"
"16" "sitting" "frequency" "body" "accelerometer" "jerk" NA "mean" "y" -0.748627001551913 "g"
"16" "sitting" "frequency" "body" "accelerometer" "jerk" NA "mean" "z" -0.752302172079235 "g"
"16" "sitting" "frequency" "body" "accelerometer" "jerk" NA "std" "x" -0.73477673661306 "g"
"16" "sitting" "frequency" "body" "accelerometer" "jerk" NA "std" "y" -0.738434398105465 "g"
"16" "sitting" "frequency" "body" "accelerometer" "jerk" NA "std" "z" -0.782089515344262 "g"
"16" "sitting" "frequency" "body" "accelerometer" "magnitude" NA "mean" NA -0.666962508246721 "g"
"16" "sitting" "frequency" "body" "accelerometer" "magnitude" NA "std" NA -0.712680990765301 "g"
"16" "sitting" "frequency" "body" "accelerometer" NA NA "mean" "x" -0.700885147341803 "g"
"16" "sitting" "frequency" "body" "accelerometer" NA NA "mean" "y" -0.671572147098798 "g"
"16" "sitting" "frequency" "body" "accelerometer" NA NA "mean" "z" -0.660989948160437 "g"
"16" "sitting" "frequency" "body" "accelerometer" NA NA "std" "x" -0.656969045058415 "g"
"16" "sitting" "frequency" "body" "accelerometer" NA NA "std" "y" -0.661844530506831 "g"
"16" "sitting" "frequency" "body" "accelerometer" NA NA "std" "z" -0.605646725307104 "g"
"16" "sitting" "frequency" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.87277228273224 "rad/seg"
"16" "sitting" "frequency" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.886533212213115 "rad/seg"
"16" "sitting" "frequency" "body" "gyroscope" "magnitude" NA "mean" NA -0.81712881920765 "rad/seg"
"16" "sitting" "frequency" "body" "gyroscope" "magnitude" NA "std" NA -0.802078223409836 "rad/seg"
"16" "sitting" "frequency" "body" "gyroscope" NA NA "mean" "x" -0.789780147036612 "rad/seg"
"16" "sitting" "frequency" "body" "gyroscope" NA NA "mean" "y" -0.815962130027322 "rad/seg"
"16" "sitting" "frequency" "body" "gyroscope" NA NA "mean" "z" -0.756286641721311 "rad/seg"
"16" "sitting" "frequency" "body" "gyroscope" NA NA "std" "x" -0.804991831502732 "rad/seg"
"16" "sitting" "frequency" "body" "gyroscope" NA NA "std" "y" -0.809421448142077 "rad/seg"
"16" "sitting" "frequency" "body" "gyroscope" NA NA "std" "z" -0.756993640724044 "rad/seg"
"16" "sitting" "time" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.725246870486339 "g"
"16" "sitting" "time" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.719647028238525 "g"
"16" "sitting" "time" "body" "accelerometer" "jerk" NA "mean" "x" 0.0775488885374317 "g"
"16" "sitting" "time" "body" "accelerometer" "jerk" NA "mean" "y" 0.00884018328270219 "g"
"16" "sitting" "time" "body" "accelerometer" "jerk" NA "mean" "z" -0.00143730005564208 "g"
"16" "sitting" "time" "body" "accelerometer" "jerk" NA "std" "x" -0.72786174352459 "g"
"16" "sitting" "time" "body" "accelerometer" "jerk" NA "std" "y" -0.735080198043716 "g"
"16" "sitting" "time" "body" "accelerometer" "jerk" NA "std" "z" -0.767873049380055 "g"
"16" "sitting" "time" "body" "accelerometer" "magnitude" NA "mean" NA -0.616131116889044 "g"
"16" "sitting" "time" "body" "accelerometer" "magnitude" NA "std" NA -0.661719690491803 "g"
"16" "sitting" "time" "body" "accelerometer" NA NA "mean" "x" 0.277887440374317 "g"
"16" "sitting" "time" "body" "accelerometer" NA NA "mean" "y" -0.0158567888309016 "g"
"16" "sitting" "time" "body" "accelerometer" NA NA "mean" "z" -0.107263924445355 "g"
"16" "sitting" "time" "body" "accelerometer" NA NA "std" "x" -0.668161498298634 "g"
"16" "sitting" "time" "body" "accelerometer" NA NA "std" "y" -0.649947067892896 "g"
"16" "sitting" "time" "body" "accelerometer" NA NA "std" "z" -0.603819902386066 "g"
"16" "sitting" "time" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.860446372459016 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.87480016568306 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" "jerk" NA "mean" "x" -0.107361614801257 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" "jerk" NA "mean" "y" -0.0416615668939617 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" "jerk" NA "mean" "z" -0.0539470410873497 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" "jerk" NA "std" "x" -0.858298719153005 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" "jerk" NA "std" "y" -0.86957312057377 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" "jerk" NA "std" "z" -0.837039926065574 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" "magnitude" NA "mean" NA -0.718168775628415 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" "magnitude" NA "std" NA -0.78482286579235 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" NA NA "mean" "x" -0.0122341446725137 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" NA NA "mean" "y" -0.0724444803980874 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" NA NA "mean" "z" 0.0730144651530055 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" NA NA "std" "x" -0.799534450491803 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" NA NA "std" "y" -0.810124133715847 "rad/seg"
"16" "sitting" "time" "body" "gyroscope" NA NA "std" "z" -0.737629967961749 "rad/seg"
"16" "sitting" "time" "gravity" "accelerometer" "magnitude" NA "mean" NA -0.616131116889044 "g"
"16" "sitting" "time" "gravity" "accelerometer" "magnitude" NA "std" NA -0.661719690491803 "g"
"16" "sitting" "time" "gravity" "accelerometer" NA NA "mean" "x" 0.700906130308743 "g"
"16" "sitting" "time" "gravity" "accelerometer" NA NA "mean" "y" -0.0605235993797814 "g"
"16" "sitting" "time" "gravity" "accelerometer" NA NA "mean" "z" 0.0402075536234973 "g"
"16" "sitting" "time" "gravity" "accelerometer" NA NA "std" "x" -0.971156432131148 "g"
"16" "sitting" "time" "gravity" "accelerometer" NA NA "std" "y" -0.964727519945355 "g"
"16" "sitting" "time" "gravity" "accelerometer" NA NA "std" "z" -0.945294028639344 "g"
"17" "sitting" "frequency" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.774571437356604 "g"
"17" "sitting" "frequency" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.774295791032453 "g"
"17" "sitting" "frequency" "body" "accelerometer" "jerk" NA "mean" "x" -0.795381704024528 "g"
"17" "sitting" "frequency" "body" "accelerometer" "jerk" NA "mean" "y" -0.78156625029434 "g"
"17" "sitting" "frequency" "body" "accelerometer" "jerk" NA "mean" "z" -0.841547003622642 "g"
"17" "sitting" "frequency" "body" "accelerometer" "jerk" NA "std" "x" -0.769088735749811 "g"
"17" "sitting" "frequency" "body" "accelerometer" "jerk" NA "std" "y" -0.748849195189811 "g"
"17" "sitting" "frequency" "body" "accelerometer" "jerk" NA "std" "z" -0.851399694716981 "g"
"17" "sitting" "frequency" "body" "accelerometer" "magnitude" NA "mean" NA -0.740667048686415 "g"
"17" "sitting" "frequency" "body" "accelerometer" "magnitude" NA "std" NA -0.773237749395849 "g"
"17" "sitting" "frequency" "body" "accelerometer" NA NA "mean" "x" -0.753137376917472 "g"
"17" "sitting" "frequency" "body" "accelerometer" NA NA "mean" "y" -0.71776713364234 "g"
"17" "sitting" "frequency" "body" "accelerometer" NA NA "mean" "z" -0.768188725064151 "g"
"17" "sitting" "frequency" "body" "accelerometer" NA NA "std" "x" -0.717246389161509 "g"
"17" "sitting" "frequency" "body" "accelerometer" NA NA "std" "y" -0.707786998338491 "g"
"17" "sitting" "frequency" "body" "accelerometer" NA NA "std" "z" -0.703535011771698 "g"
"17" "sitting" "frequency" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.858227314377358 "rad/seg"
"17" "sitting" "frequency" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.859786587471698 "rad/seg"
"17" "sitting" "frequency" "body" "gyroscope" "magnitude" NA "mean" NA -0.831350432716981 "rad/seg"
"17" "sitting" "frequency" "body" "gyroscope" "magnitude" NA "std" NA -0.857834029660377 "rad/seg"
"17" "sitting" "frequency" "body" "gyroscope" NA NA "mean" "x" -0.824027081279245 "rad/seg"
"17" "sitting" "frequency" "body" "gyroscope" NA NA "mean" "y" -0.811462499433962 "rad/seg"
"17" "sitting" "frequency" "body" "gyroscope" NA NA "mean" "z" -0.811119726490566 "rad/seg"
"17" "sitting" "frequency" "body" "gyroscope" NA NA "std" "x" -0.848030070792453 "rad/seg"
"17" "sitting" "frequency" "body" "gyroscope" NA NA "std" "y" -0.810337474226415 "rad/seg"
"17" "sitting" "frequency" "body" "gyroscope" NA NA "std" "z" -0.819769971150943 "rad/seg"
"17" "sitting" "time" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.775760563254717 "g"
"17" "sitting" "time" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.773678225276604 "g"
"17" "sitting" "time" "body" "accelerometer" "jerk" NA "mean" "x" 0.08269047086 "g"
"17" "sitting" "time" "body" "accelerometer" "jerk" NA "mean" "y" 0.0101653131381132 "g"
"17" "sitting" "time" "body" "accelerometer" "jerk" NA "mean" "z" -0.00319385465792453 "g"
"17" "sitting" "time" "body" "accelerometer" "jerk" NA "std" "x" -0.772242200222642 "g"
"17" "sitting" "time" "body" "accelerometer" "jerk" NA "std" "y" -0.757804094798868 "g"
"17" "sitting" "time" "body" "accelerometer" "jerk" NA "std" "z" -0.847138698264151 "g"
"17" "sitting" "time" "body" "accelerometer" "magnitude" NA "mean" NA -0.686476820794717 "g"
"17" "sitting" "time" "body" "accelerometer" "magnitude" NA "std" NA -0.734866170311698 "g"
"17" "sitting" "time" "body" "accelerometer" NA NA "mean" "x" 0.273637590822641 "g"
"17" "sitting" "time" "body" "accelerometer" NA NA "mean" "y" -0.0170634745358491 "g"
"17" "sitting" "time" "body" "accelerometer" NA NA "mean" "z" -0.110020373493849 "g"
"17" "sitting" "time" "body" "accelerometer" NA NA "std" "x" -0.726604261136226 "g"
"17" "sitting" "time" "body" "accelerometer" NA NA "std" "y" -0.69873479216917 "g"
"17" "sitting" "time" "body" "accelerometer" NA NA "std" "z" -0.710765044595472 "g"
"17" "sitting" "time" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.849786178792453 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.853886196264151 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" "jerk" NA "mean" "x" -0.103491347726038 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" "jerk" NA "mean" "y" -0.0404391298567925 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" "jerk" NA "mean" "z" -0.0527108136213208 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" "jerk" NA "std" "x" -0.863912821132075 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" "jerk" NA "std" "y" -0.839339477584906 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" "jerk" NA "std" "z" -0.871264414301887 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" "magnitude" NA "mean" NA -0.764675748217547 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" "magnitude" NA "std" NA -0.828039129471698 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" NA NA "mean" "x" -0.0195846188778264 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" NA NA "mean" "y" -0.0788830552372755 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" NA NA "mean" "z" 0.0795935694916981 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" NA NA "std" "x" -0.841458331660377 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" NA NA "std" "y" -0.809718432867925 "rad/seg"
"17" "sitting" "time" "body" "gyroscope" NA NA "std" "z" -0.803762797404906 "rad/seg"
"17" "sitting" "time" "gravity" "accelerometer" "magnitude" NA "mean" NA -0.686476820794717 "g"
"17" "sitting" "time" "gravity" "accelerometer" "magnitude" NA "std" NA -0.734866170311698 "g"
"17" "sitting" "time" "gravity" "accelerometer" NA NA "mean" "x" 0.730643531509434 "g"
"17" "sitting" "time" "gravity" "accelerometer" NA NA "mean" "y" -0.0102539504528302 "g"
"17" "sitting" "time" "gravity" "accelerometer" NA NA "mean" "z" -0.0471562589226415 "g"
"17" "sitting" "time" "gravity" "accelerometer" NA NA "std" "x" -0.974188029698113 "g"
"17" "sitting" "time" "gravity" "accelerometer" NA NA "std" "y" -0.960680171396226 "g"
"17" "sitting" "time" "gravity" "accelerometer" NA NA "std" "z" -0.951424468113208 "g"
"17" "standing" "frequency" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.499479367087379 "g"
"17" "standing" "frequency" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.48239671884466 "g"
"17" "standing" "frequency" "body" "accelerometer" "jerk" NA "mean" "x" -0.514200830776699 "g"
"17" "standing" "frequency" "body" "accelerometer" "jerk" NA "mean" "y" -0.471405087165049 "g"
"17" "standing" "frequency" "body" "accelerometer" "jerk" NA "mean" "z" -0.702142109223301 "g"
"17" "standing" "frequency" "body" "accelerometer" "jerk" NA "std" "x" -0.438446827908738 "g"
"17" "standing" "frequency" "body" "accelerometer" "jerk" NA "std" "y" -0.442691766859223 "g"
"17" "standing" "frequency" "body" "accelerometer" "jerk" NA "std" "z" -0.749224504951456 "g"
"17" "standing" "frequency" "body" "accelerometer" "magnitude" NA "mean" NA -0.403114961887379 "g"
"17" "standing" "frequency" "body" "accelerometer" "magnitude" NA "std" NA -0.467044577843689 "g"
"17" "standing" "frequency" "body" "accelerometer" NA NA "mean" "x" -0.391007680050485 "g"
"17" "standing" "frequency" "body" "accelerometer" NA NA "mean" "y" -0.303228505325728 "g"
"17" "standing" "frequency" "body" "accelerometer" NA NA "mean" "z" -0.592258642912621 "g"
"17" "standing" "frequency" "body" "accelerometer" NA NA "std" "x" -0.275159715456311 "g"
"17" "standing" "frequency" "body" "accelerometer" NA NA "std" "y" -0.240259282249515 "g"
"17" "standing" "frequency" "body" "accelerometer" NA NA "std" "z" -0.535926804466019 "g"
"17" "standing" "frequency" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.754248213883495 "rad/seg"
"17" "standing" "frequency" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.766587678058252 "rad/seg"
"17" "standing" "frequency" "body" "gyroscope" "magnitude" NA "mean" NA -0.610365070582524 "rad/seg"
"17" "standing" "frequency" "body" "gyroscope" "magnitude" NA "std" NA -0.587723691067961 "rad/seg"
"17" "standing" "frequency" "body" "gyroscope" NA NA "mean" "x" -0.483478201703884 "rad/seg"
"17" "standing" "frequency" "body" "gyroscope" NA NA "mean" "y" -0.680278572427184 "rad/seg"
"17" "standing" "frequency" "body" "gyroscope" NA NA "mean" "z" -0.51006755184466 "rad/seg"
"17" "standing" "frequency" "body" "gyroscope" NA NA "std" "x" -0.569447478654369 "rad/seg"
"17" "standing" "frequency" "body" "gyroscope" NA NA "std" "y" -0.635261543786408 "rad/seg"
"17" "standing" "frequency" "body" "gyroscope" NA NA "std" "z" -0.552993218601942 "rad/seg"
"17" "standing" "time" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.49245284776699 "g"
"17" "standing" "time" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.488811102621359 "g"
"17" "standing" "time" "body" "accelerometer" "jerk" NA "mean" "x" 0.0781014953038835 "g"
"17" "standing" "time" "body" "accelerometer" "jerk" NA "mean" "y" 0.00417793025524272 "g"
"17" "standing" "time" "body" "accelerometer" "jerk" NA "mean" "z" 0.0178740909208738 "g"
"17" "standing" "time" "body" "accelerometer" "jerk" NA "std" "x" -0.451978216757282 "g"
"17" "standing" "time" "body" "accelerometer" "jerk" NA "std" "y" -0.439429524492233 "g"
"17" "standing" "time" "body" "accelerometer" "jerk" NA "std" "z" -0.726380614368932 "g"
"17" "standing" "time" "body" "accelerometer" "magnitude" NA "mean" NA -0.264493090446019 "g"
"17" "standing" "time" "body" "accelerometer" "magnitude" NA "std" NA -0.38190167633301 "g"
"17" "standing" "time" "body" "accelerometer" NA NA "mean" "x" 0.275037981747573 "g"
"17" "standing" "time" "body" "accelerometer" NA NA "mean" "y" -0.0187717447257282 "g"
"17" "standing" "time" "body" "accelerometer" NA NA "mean" "z" -0.107088805592233 "g"
"17" "standing" "time" "body" "accelerometer" NA NA "std" "x" -0.304479616925534 "g"
"17" "standing" "time" "body" "accelerometer" NA NA "std" "y" -0.228089685806311 "g"
"17" "standing" "time" "body" "accelerometer" NA NA "std" "z" -0.531472983009709 "g"
"17" "standing" "time" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.70920322631068 "rad/seg"
"17" "standing" "time" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.751595678058252 "rad/seg"
"17" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "x" -0.1190789103 "rad/seg"
"17" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "y" -0.0359117110547573 "rad/seg"
"17" "standing" "time" "body" "gyroscope" "jerk" NA "mean" "z" -0.046061223208932 "rad/seg"
"17" "standing" "time" "body" "gyroscope" "jerk" NA "std" "x" -0.594076501359223 "rad/seg"
"17" "standing" "time" "body" "gyroscope" "jerk" NA "std" "y" -0.791639479029126 "rad/seg"
"17" "standing" "time" "body" "gyroscope" "jerk" NA "std" "z" -0.646130191067961 "rad/seg"
"17" "standing" "time" "body" "gyroscope" "magnitude" NA "mean" NA -0.448515068843689 "rad/seg"
"17" "standing" "time" "body" "gyroscope" "magnitude" NA "std" NA -0.54973870607767 "rad/seg"
"17" "standing" "time" "body" "gyroscope" NA NA "mean" "x" -0.0020206535223301 "rad/seg"
"17" "standing" "time" "body" "gyroscope" NA NA "mean" "y" -0.0925593320679612 "rad/seg"
"17" "standing" "time" "body" "gyroscope" NA NA "mean" "z" 0.070416774513301 "rad/seg"
"17" "standing" "time" "body" "gyroscope" NA NA "std" "x" -0.546889652912621 "rad/seg"
"17" "standing" "time" "body" "gyroscope" NA NA "std" "y" -0.649472681941748 "rad/seg"
"17" "standing" "time" "body" "gyroscope" NA NA "std" "z" -0.507141368174757 "rad/seg"
"17" "standing" "time" "gravity" "accelerometer" "magnitude" NA "mean" NA -0.264493090446019 "g"
"17" "standing" "time" "gravity" "accelerometer" "magnitude" NA "std" NA -0.38190167633301 "g"
"17" "standing" "time" "gravity" "accelerometer" NA NA "mean" "x" 0.617363413009709 "g"
"17" "standing" "time" "gravity" "accelerometer" NA NA "mean" "y" -0.0226900198058252 "g"
"17" "standing" "time" "gravity" "accelerometer" NA NA "mean" "z" 0.0580703614466019 "g"
"17" "standing" "time" "gravity" "accelerometer" NA NA "std" "x" -0.965554761165049 "g"
"17" "standing" "time" "gravity" "accelerometer" NA NA "std" "y" -0.95399856 "g"
"17" "standing" "time" "gravity" "accelerometer" NA NA "std" "z" -0.942902394563107 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" "magnitude" "mean" NA -0.742323821887363 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" "magnitude" "std" NA -0.750189976318681 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "mean" "x" -0.750020077252747 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "mean" "y" -0.744113444532967 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "mean" "z" -0.833032083021978 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "std" "x" -0.742517893708791 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "std" "y" -0.739197834642857 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" "jerk" NA "std" "z" -0.860168954615385 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" "magnitude" NA "mean" NA -0.697732862178571 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" "magnitude" NA "std" NA -0.733904051236264 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "mean" "x" -0.714227764615385 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "mean" "y" -0.663659666593407 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "mean" "z" -0.761229192087912 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "std" "x" -0.687850549203297 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "std" "y" -0.632838238002747 "g"
"18" "walking_upstairs" "frequency" "body" "accelerometer" NA NA "std" "z" -0.694874090513736 "g"
"18" "walking_upstairs" "frequency" "body" "gyroscope" "jerk" "magnitude" "mean" NA -0.88466302260989 "rad/seg"
"18" "walking_upstairs" "frequency" "body" "gyroscope" "jerk" "magnitude" "std" NA -0.902206780607143 "rad/seg"
"18" "walking_upstairs" "frequency" "body" "gyroscope" "magnitude" NA "mean" NA -0.816286626730769 "rad/seg"
"18" "walking_upstairs" "frequency" "body" "gyroscope" "magnitude" NA "std" NA -0.789777674554945 "rad/seg"
"18" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "mean" "x" -0.787757637521978 "rad/seg"
"18" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "mean" "y" -0.816385880247253 "rad/seg"
"18" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "mean" "z" -0.755926770686813 "rad/seg"
"18" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "std" "x" -0.812175241332418 "rad/seg"
"18" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "std" "y" -0.759665554340659 "rad/seg"
"18" "walking_upstairs" "frequency" "body" "gyroscope" NA NA "std" "z" -0.766381665384615 "rad/seg"
